"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	5026	44434	11311.2	10998.4	11623.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	5281	47313	11161.8	10860.8	11462.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	5648	51986	10864.5	10581.1	11147.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	6145	55843	11004.1	10728.9	11279.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	6396	59939	10670.8	10409.3	10932.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	6771	64387	10516.1	10265.6	10766.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	7260	70664	10274.0	10037.6	10510.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	7785	75886	10258.8	10030.9	10486.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	8144	82224	9904.7	9689.5	10119.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	8904	88952	10009.9	9802.0	10217.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	9431	96102	9813.5	9615.5	10011.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	9990	101876	9806.0	9613.7	9998.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	10577	113599	9310.8	9133.4	9488.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	11563	123159	9388.7	9217.5	9559.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	12373	133168	9291.3	9127.6	9455.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	12530	143996	8701.6	8549.3	8854.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	13913	154315	9016.0	8866.2	9165.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	10	162672	Unreliable	2.9	11.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	14427	162672	8868.8	8724.0	9013.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	15630	173087	9030.1	8888.6	9171.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	669	58305	1147.4	1060.5	1234.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	669	60069	1113.7	1029.3	1198.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	648	61378	1055.8	974.5	1137.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	654	60224	1085.9	1002.7	1169.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	626	60501	1034.7	953.6	1115.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	625	60827	1027.5	946.9	1108.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	655	62322	1051.0	970.5	1131.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	665	63981	1039.4	960.4	1118.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	670	67343	994.9	919.6	1070.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	691	68098	1014.7	939.1	1090.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	627	68089	920.9	848.8	992.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	559	68518	815.8	748.2	883.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	576	71581	804.7	739.0	870.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	566	70197	806.3	739.9	872.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	608	69892	869.9	800.8	939.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	589	70491	835.6	768.1	903.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	561	71869	780.6	716.0	845.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	533	72042	739.8	677.0	802.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"< 1 year"	"1"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	534	69948	763.4	698.7	828.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	108	247353	43.7	35.4	51.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	97	250167	38.8	31.4	47.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	115	248677	46.2	37.8	54.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	97	248180	39.1	31.7	47.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	100	247220	40.4	32.5	48.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	93	247431	37.6	30.3	46.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	99	248462	39.8	32.4	48.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	102	252704	40.4	32.5	48.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	83	257511	32.2	25.7	40.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	105	266964	39.3	31.8	46.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	91	274759	33.1	26.7	40.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	89	278412	32.0	25.7	39.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	98	285074	34.4	27.9	41.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	96	279911	34.3	27.8	41.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	77	274035	28.1	22.2	35.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	95	272113	34.9	28.2	42.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	90	270906	33.2	26.7	40.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	95	274522	34.6	28.0	42.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	77	273748	28.1	22.2	35.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	148	665612	22.2	18.7	25.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	150	668557	22.4	18.8	26.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	140	676520	20.7	17.3	24.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	135	681248	19.8	16.5	23.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	127	682704	18.6	15.4	21.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	139	681330	20.4	17.0	23.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	129	674222	19.1	15.8	22.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	118	670589	17.6	14.4	20.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	99	665795	14.9	12.1	18.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	105	664361	15.8	12.8	18.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	101	666743	15.1	12.2	18.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	108	670416	16.1	13.1	19.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	88	676473	13.0	10.4	16.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	108	676151	16.0	13.0	19.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	95	682623	13.9	11.3	17.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	97	688469	14.1	11.4	17.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	90	692368	13.0	10.5	16.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	109	691837	15.8	12.8	18.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"5-14 years"	"5-14"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	129	697478	18.5	15.3	21.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	525181	Unreliable	0.9	3.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	571	525181	108.7	99.8	117.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	590	537214	109.8	101.0	118.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	619	563425	109.9	101.2	118.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	581830	Unreliable	1.2	3.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	657	581830	112.9	104.3	121.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	698	596491	117.0	108.3	125.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	615797	Unreliable	1.6	4.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	698	615797	113.3	104.9	121.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	636493	Unreliable	0.9	3.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	730	636493	114.7	106.4	123.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	656436	Unreliable	1.2	3.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	734	656436	111.8	103.7	119.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	673603	3.3	2.0	4.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	694	673603	103.0	95.4	110.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	691775	3.2	2.0	4.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	643	691775	92.9	85.8	100.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	708112	Unreliable	1.1	3.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	575	708112	81.2	74.6	87.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	717853	3.6	2.4	5.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	610	717853	85.0	78.2	91.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	735347	2.9	1.8	4.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	596	735347	81.1	74.5	87.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	746594	2.9	1.8	4.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	566	746594	75.8	69.6	82.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	750880	2.8	1.7	4.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	595	750880	79.2	72.9	85.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	756576	4.1	2.8	5.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	584	756576	77.2	70.9	83.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	751269	4.3	2.9	6.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	603	751269	80.3	73.9	86.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	45	737028	6.1	4.5	8.2	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	641	737028	87.0	80.2	93.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	44	728220	6.0	4.4	8.1	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"15-24 years"	"15-24"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	621	728220	85.3	78.6	92.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	541241	7.6	5.4	10.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	708	541241	130.8	121.2	140.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	533567	6.2	4.3	8.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	769	533567	144.1	133.9	154.3	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	531420	Unreliable	2.2	5.6	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	835	531420	157.1	146.5	167.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	532335	7.7	5.5	10.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	532335	Unreliable	1.2	3.9	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	10	532335	Unreliable	0.9	3.5	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	845	532335	158.7	148.0	169.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	530595	6.4	4.4	9.0	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	798	530595	150.4	140.0	160.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	536595	5.4	3.6	7.8	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	536595	Unreliable	0.9	3.4	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2004"	"2004"	"All other drug-induced causes"	"D9"	11	536595	Unreliable	1.0	3.7	0.0%
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	878	536595	163.6	152.8	174.4	0.0%
